Title,URL,Time,Abstrace,State
Taming King Coal,https://www.nytimes.com/2006/11/25/opinion/taming-king-coal.html,2006-11-25T05:00:00+0000,Editorial urges TXU Corp to use new technology known as integrated gasification combined cycle (IGCC) when it builds coal-fired power plants in US; holds that IGCC has potential to capture and sequester greenhouse gases like carbon dioxide before they enter atmosphere; supports Sen Barbara Boxer's contention that US should impose price on carbon emissions so that companies like TXU will begin to think about investing in cleaner technologies--technologies that China could then use in its power plants,Texas
A New Study Clarifies Treatment Needs for Water from Fracked Gas and Oil Wells,https://dotearth.blogs.nytimes.com/2014/09/08/a-new-study-clarifies-treatment-needs-for-water-from-fracked-gas-and-oil-wells/,2014-09-08T13:00:26+0000,A new analysis of water from fracked wells around the country clarifies treatment needs.,Texas
Gulf Coast States at Odds on Penalties for Oil Spill,https://www.nytimes.com/2012/11/17/business/energy-environment/gulf-coast-states-at-odds-on-penalties-for-oil-spill.html,2012-11-17T02:38:59+0000,"Gulf Coast politicians may seek $20 billion or more in civil pollution penalties for the 2010 spill, but negotiations over those penalties could be contentious.",Texas
Energy Bill Could Upend Lawsuits Over Gasoline Additive,https://www.nytimes.com/2003/11/16/us/energy-bill-could-upend-lawsuits-over-gasoline-additive.html,2003-11-16T05:00:00+0000,"Authors of sweeping energy legislation are confident that they have assembled balanced measure that will win Congressional approval, even as proposal faces criticism over its benefits to oil companies; advocacy groups are surprised over provision protecting producers of gasoline additive MTBE, blamed for groundwater contamination, potentially disrupting pending litigation; provisions for MTBE were supported by representatives from Texas, Tom DeLay and Joe L Barton, and Billy Tauzin of Louisiana, states that are home to MTBE producers; MTBE deal is tied to plan to replace that substance in gasoline with ethanol, which would see its use rise to five billion gallons annually by 2012; critics see bill as collection of special interest provisions and pet projects and say final product is worse than they anticipated; John B Walker, Independent Petroleum Assn of America, lauds bill for recognizing needs of nation; photo (M)",Texas
Time to Connect the Dots,https://www.nytimes.com/2005/09/28/opinion/time-to-connect-the-dots.html,2005-09-28T05:00:00+0000,"Editorial says it is time for Pres Bush and rest of nation to connect dots between global warming and two huge hurricanes, which derive strength from warm ocean waters; points out that humanity cannot avoid warmer Earth and some rise in sea levels because of gases already deposited in atmosphere, but that worst outcomes may be avoided if world takes concerted action to stabilize industrial emissions, more than quarter of which come from US",Texas
Wastewater Case Raises the Concept of Underground Trespassing,https://www.nytimes.com/2013/12/06/us/wastewater-case-raises-the-concept-of-underground-trespassing.html,2013-12-05T23:25:19+0000,A Liberty County case between an injection-well operator and a rice farm nearby brings up a relatively unexplored question: How far do property lines extend underground?,Texas
"Fracking Firms Fail, Rewarding Executives and Raising Climate Fears",https://www.nytimes.com/2020/07/12/climate/oil-fracking-bankruptcy-methane-executive-pay.html,2020-07-13T00:41:51+0000,"Oil and gas companies are hurtling toward bankruptcy, raising fears that wells will be left leaking planet-warming pollutants, with cleanup costs left to taxpayers.",Texas
Public Interests; Texas Turf Wars,https://www.nytimes.com/2001/05/22/opinion/public-interests-texas-turf-wars.html,2001-05-22T05:00:00+0000,"Gail Collins Op-Ed column on 'range war' in Waco, Tex, between livestock farmers and homeowners over cow lagoons that store waste water and manure, but are located in middle of watershed for North Bosque River, subsequently polluting local water supply (M)",Texas
Sierra Club Taking Aim at East Texas Coal Plants,https://www.nytimes.com/2013/02/10/us/sierra-club-takes-aim-at-old-coal-plants-in-east-texas.html,2013-02-10T01:17:18+0000,"Environmentalists are escalating a campaign to close Luminant power plants in Freestone, Rusk and Monticello in Titus Counties.",Texas
"Emissions of Methane in U.S. Exceed Estimates, Study Finds",https://www.nytimes.com/2013/11/26/us/emissions-of-methane-in-us-exceed-estimates-study-finds.html,2013-11-26T01:24:28+0000,A new analysis of man-made emissions of the greenhouse gas in the United States showed they were about 1.5 times higher than prevailing estimates.,Texas
The Real-World Costs of the Digital Race for Bitcoin,https://www.nytimes.com/2023/04/09/business/bitcoin-mining-electricity-pollution.html,2023-04-10T02:06:56+0000,"Bitcoin mines cash in on electricity — by devouring it, selling it, even turning it off — and they cause immense pollution. In many cases, the public pays a price.",Texas
A Saharan Dust Cloud Stretching to Texas,https://www.nytimes.com/interactive/2022/06/13/us/sahara-dust.html,2022-06-13T12:17:12+0000,Some 100 million tons of dust from the Sahara Desert blow out over the Atlantic Ocean each year — enough to be visible in satellite photos. A plume is expected to reach Texas this week.,Texas
Liability Questions Loom for BP and Ex-Partners,https://dealbook.nytimes.com/2010/06/25/liability-questions-loom-for-bp-and-ex-partners/,2010-06-25T08:45:32+0000,"While BP appears to be the deep-pocketed party footing many of the bills related to the oil spill, the legal endgame of sorting out the final tab among the companies that owned the well and worked on the Deepwater Horizon rig has also begun",Texas
National Briefing,https://www.nytimes.com/2001/06/02/national/national-briefing.html,2001-06-02T05:00:00+0000,NORTHWEST</b,Texas
South Texas Drilling Country Saying No to Waste,https://www.nytimes.com/2014/10/03/us/south-texas-drilling-country-saying-no-to-waste.html,2014-10-03T03:17:48+0000,The proposed site of an oil and gas waste plant outside of the village of Nordheim led to one of the first organized protests in the heart of South Texas’ drilling country.,Texas
A Push for New Look into Tainted Water’s Source,https://www.nytimes.com/2014/06/20/us/a-push-for-new-look-into-tainted-waters-source.html,2014-06-19T23:48:24+0000,"In a report, the Railroad Commission of Texas rejected the idea that nearby drilling was the cause of a high content of methane in wells along the Brazos River.",Texas
Ecological Shifts Spell Challenges for the Pecos River,https://www.nytimes.com/2013/12/06/us/ecological-shifts-spell-challenges-for-the-pecos-river.html,2013-12-05T23:38:31+0000,"The Pecos River has few public access points and has avoided problems from development, but it has not been spared from gradual ecological changes.",Texas
"As Governor, Perry Backed Wind, Gas and Coal",https://www.nytimes.com/2011/08/21/us/21ttenergy.html,2011-08-20T20:50:43+0000,"A look back at Gov. Rick Perry’s energy policies during his tenure shows his strong support for natural gas drilling and “clean coal,” as well as wind power.",Texas
"A Nun Is Appreciated, but Not for What She Intended",https://green.blogs.nytimes.com/2012/09/12/a-nun-is-appreciated-but-not-for-what-she-intended/,2012-09-12T17:55:23+0000,"At a Congressional hearing, a lawmaker thanks a protester who breached security at a nuclear weapons plant.",Texas
Drought Hastens End of a Region’s Hydropower Era,https://www.nytimes.com/2014/03/09/us/drought-hastens-end-of-a-regions-hydropower-era.html,2014-03-09T01:08:36+0000,The yearslong drought in Central Texas could eventually snuff out a renewable power source that fueled the region’s early growth: hydropower.,Texas
"In Texas, Resistance Over Stricter U.S. Smog Limits",https://www.nytimes.com/2010/02/03/science/earth/03smog.html,2010-02-03T05:05:29+0000,"Where the oil industry is king, the Obama administration’s proposed new air quality rules face opposition.",Texas
Supreme Court Roundup; Justices Extend Decision On Gay Rights and Equality,https://www.nytimes.com/2003/06/28/us/supreme-court-roundup-justices-extend-decision-on-gay-rights-and-equality.html,2003-06-28T05:00:00+0000,"Supreme Court Roundup: US Supreme Court, one day after overturning Texas sodomy law, vacates sodomy conviction of Kansas teen Matthew Limon, who received 17-year sentence for having oral sex with 14-year-old boy; Kansas law, unlike Texas one which applies only to sexual relations between same-sex partners, treats offense much more leniently under so-called Romeo and Juliet exception; had younger child been girl, sentence would have been no longer than 15 months; court, without comment, refuses to hear appeal by American Coalition of Life Activists and Advocates for Life Ministries, anti-abortion groups, of Oregon verdict imposing liability for posters that identified doctors who performed abortions as 'deadly dozen' and 'guilty of crimes against humanity' and posted information about hundreds of abortion providers and supporters on 1990's Web site titled Nuremburg Files; court agrees to decide case, South Florida Water Management District vs Miccosukee Tribe, concerning whether Florida agency can order pumping water from one side of Everglades levee to another without first obtaining federal permit under Clean Water Act (M)",Texas
Texas to New Jersey: Tracking the Toxic Chemicals in the Ohio Train Inferno,https://www.nytimes.com/2023/04/17/climate/train-fire-palestine-plastics-pvc.html,2023-04-17T22:06:33+0000,"Tankers of vinyl chloride were going halfway across the country, government records show, a trip highlighting the risks of transporting chemicals as plastics production grows.",Texas
E.P.A. Official Spoke of ‘Crucifying’ Polluters,https://green.blogs.nytimes.com/2012/04/26/e-p-a-official-spoke-of-crucifying-polluters/,2012-04-26T16:48:38+0000,"After the release of a video by a Republican senator, an E.P.A. administrator scrambles to apologize for “offensive” remarks.",Texas
Oil’s Financial Ties to Texas Legislators,https://www.nytimes.com/2013/04/12/us/texas-legislators-links-to-the-drilling-industry.html,2013-04-12T00:02:49+0000,"Friendliness toward the drilling industry is typical for Texas, where many lawmakers receive campaign contributions from oil and gas groups or have investments in drilling companies.",Texas
Hydraulic Fracturing Bill Could Force Disclosure,https://www.nytimes.com/2011/03/25/us/25ttfracking.html,2011-03-24T23:53:03+0000,A bill filed last month would require Texas drillers to disclose the chemical formulas they use in fracking — the process of extracting natural gas by hydraulic fracturing.,Texas
Resistance to Gas Drilling Rises on Unlikely Soil,https://www.nytimes.com/2011/04/24/us/24ttnaturalgas.html,2011-04-24T00:34:36+0000,"In several Texas cities, opposition to natural gas drilling and the accompanying process of hydraulic fracturing, or fracking, has emerged.",Texas
Considering the Universe From Deep in West Texas,https://www.nytimes.com/2013/05/11/us/in-west-texas-a-gathering-to-consider-the-universe.html,2013-05-10T15:11:19+0000,"In its 34th year, the Texas Star Party drew more than 500 amateur astronomers from across the United States and Canada to gaze together into the vast open skies.",Texas
Proposed Power Plant Near Bay City Stirs Emotions,https://www.nytimes.com/2011/06/24/us/24ttcoal.html,2011-06-24T03:42:20+0000,"White Stallion Energy Center intends to build a coal-fired power plant beside the Colorado River near Bay City, but the plan has recently hit some snags.",Texas
Texas Approves a $4.93 Billion Wind-Power Project,https://www.nytimes.com/2008/07/19/business/19wind.html,2008-07-19T04:00:00+0000,The approval of the planned web of transmission lines that will run from remote parts of Texas to major cities is a major lift to the development of wind energy in the state.,Texas
"Back in Texas, Bush's Legacy Comes Under Fire",https://www.nytimes.com/2001/04/24/us/back-in-texas-bush-s-legacy-comes-under-fire.html,2001-04-24T05:00:00+0000,"Legacy of former Texas Gov George W Bush comes under fire in Texas Legislature, where many of same lawmakers who championed his programs are demanding changes; only three months after leaving for White House, agenda he left behind is under varying degrees of repair and re-examination, with some lawmakers attributing changes to pressures brought on by negative attention focused on state during presidential race; photo (M)",Texas
Sometimes Being a Fighter Isn’t Enough,https://www.nytimes.com/2012/09/02/us/court-losses-do-little-for-texas-prosecutor-greg-abbotts-reputation.html,2012-09-02T01:04:03+0000,"Federal courts ruled last week against Attorney General Greg Abbott in two crucial voting rights cases. Even if those fights aren’t over, the losses do little to burnish his reputation.",Texas
"Public Meetings Are a Brawl, So the Mayor Suggests a Bouncer",https://www.nytimes.com/2007/02/22/nyregion/22civil.html,2007-02-22T05:00:00+0000,"Like many towns, Edgewater, N.J., is struggling to find a way to impose order on public meetings.",Texas
"Committed to Coal, and in a Hurry, Too",https://www.nytimes.com/2006/11/07/business/07coal.html,2006-11-07T05:00:00+0000,The TXU Corporation is planning 11 new coal power plants even as tough emission rules seem inevitable.,Texas
Fifty Shades of Trump,https://www.nytimes.com/2017/06/29/opinion/energy-week-rick-perry-trump.html,2017-06-29T07:21:17+0000,"It’s Energy Week, and domination is the theme.",Texas
GTT ★,https://www.nytimes.com/2014/08/08/us/gtt.html,2014-08-08T00:20:31+0000,"Our quirky, discerning picks for the most interesting things to do around the state this week.",Texas
GTT ★,https://www.nytimes.com/2012/04/27/us/gtt.html,2012-04-27T00:27:30+0000,"Our quirky, discerning picks for the most interesting things to do around the state this week.",Texas
"Committed to Coal, and in a Hurry, Too",https://www.nytimes.com/2006/11/07/business/committed-to-coal-and-in-a-hurry-too.html,2006-11-07T05:00:00+0000,"TXU Corp is embarking on nation's single largest coal-oriented construction campaign, with plan to add more than 9,000 megawatts of new capacity, equivalent of 3.5 percent of nation's current coal-fired capacity; capacity is enough to power millions of homes, using coal from other giant pits like one in Fairfield, Tex, and still more in Wyoming; TXU is spending $10 billion on 11 new coal power plants that will produce copious amounts of global warming gases for decades to come; TXU says it is considering 7,000 to 14,000 more megawatts of capacity in other parts of country, possibly including Northeast and Midwest; whatever coal-burning plants cost to ecosystem, it could be immensely profitable bet; company executives say plants will provide cheap electricity for Texas, make lots of money for shareholders, conserve more valuable natural gas and reduce pollutants that make smog; outside groups, including Public Citizen, Pew Center for Global Climate Change and Natural Resources Defense Council say TXU is embarking on its immense construction campaign without taking account of its role in emerging environmental catastrophe; TXU chief executive Mike McCall comments; graph; map; photos (L)",Texas
In America; Public Health in Peril,https://www.nytimes.com/2001/04/05/opinion/in-america-public-health-in-peril.html,2001-04-05T05:00:00+0000,"Bob Herbert Op-Ed column says Pres Bush's decision to reneg on campaign pledge to seek reductions in carbon dioxide emissions, and his rejection of Kyoto accord, should not be suprise to anyone familiar with his record as governor of Texas, state with worst environmental record, according to Sierra Club; says there is also no surprise that Bush-Cheney administration is attempting to do serious damage to programs that help children, given fact that Texas never complied with consent decree requiring it to provide appropriate health care services to 1.5 million children eligible for Medicaid, and given Cheney's voting record while in Congress on matters related to children (M)",Texas
Texas Blackouts Hit Minority Neighborhoods Especially Hard,https://www.nytimes.com/2021/02/16/climate/texas-blackout-storm-minorities.html,2021-02-16T22:47:37+0000,"As the freak winter storm raged, historically marginalized communities were among the first to face power outages, experts say.",Texas
Limit State Access to Federal Court,https://www.nytimes.com/2015/12/22/opinion/limit-state-access-to-federal-court.html,2015-12-22T08:21:08+0000,An immigration case could give too much power to the U.S. judiciary.,Texas
"Ahead of Trial, Talk of a BP Settlement in 2010 Oil Spill",https://www.nytimes.com/2013/02/24/business/energy-environment/bp-and-gulf-coast-states-jockey-over-settlement-on-deepwater-horizon-oil-spill.html,2013-02-23T17:14:14+0000,"With a major civil trial scheduled to start Monday against BP, federal officials and the five affected Gulf Coast states are trying to pull together to strike an 11th-hour settlement.",Texas
Bicycling for Thinner Texans and New Businesses,https://www.nytimes.com/2013/08/18/us/bicycling-for-thinner-texans-and-new-businesses.html,2013-08-17T23:18:03+0000,"Bike lanes and the use of bicycles in general has recently exploded in Texas, which is a good sign for local business and for residents’ waistlines.",Texas
Texas Blackouts Point to Coast-to-Coast Crises Waiting to Happen,https://www.nytimes.com/2021/02/20/climate/united-states-infrastructure-storms.html,2021-02-20T16:00:13+0000,"Continent-spanning storms triggered blackouts in Oklahoma and Mississippi, halted one-third of U.S. oil production and disrupted vaccinations in 20 states.",Texas
"A Lawmaker Works, Oddly Enough, to Keep His Voters' Backyards Dangerous",https://www.nytimes.com/2005/05/26/opinion/a-lawmaker-works-oddly-enough-to-keep-his-voters-backyards.html,2005-05-26T05:00:00+0000,"Editorial Observer by Adam Cohen says Rep Joe Barton, Texas Republican who chairs House Energy and Commerce Committee, opposes chemical plant security legislation even though two of country's most dangerous chemical facilities are in Dallas, just outside his district; says his decision pits interests of his generous energy industry supporters against well-being of his constituents; says he may be handing his opposition issue that resonates powerfully with ordinary voters when he seeks re-election (M)",Texas
"After a Tough Road to Re-election, DeLay Is Eager to Assert His Role as House Leader",https://www.nytimes.com/2004/11/05/politics/after-a-tough-road-to-reelection-delay-is-eager-to-assert-his-role.html,2004-11-05T05:00:00+0000,"House majority leader Tom DeLay celebrates election victory in Texas, poised to maintain post despite back-to-back scoldings from House ethics committee; photo; Texas redistricting plan he engineered increases Republican majority, earning party's gratitude; DeLay says bigger majority will help push through conservative agenda; Democrats say they look forward to debate, skeptical that majority which padded its numbers after bitterly partisan session will take on new tack; DeLay himself had to run in new Houston-area district and got 55 percent of vote, well below previous margins (M)",Texas
Why a Border Wall Could Mean Trouble for Wildlife,https://www.nytimes.com/2019/01/24/climate/border-wall-wildlife.html,2019-01-24T22:14:18+0000,"If the Trump administration extends the wall at the southern border, it could degrade important habitats for animals and plants, even birds and insects.",Texas
Texas Learns in California How Not to Deregulate,https://www.nytimes.com/2001/01/10/us/texas-learns-in-california-how-not-to-deregulate.html,2001-01-10T05:00:00+0000,"Texas moves forward with electricity deregulation plan even as California Gov Gray Davis describes his state's experiment as colossal failure; second most populous state has studied California plan and hopes to avoid its woes; marketing campaign will be followed by pilot program involving five percent of Texas customers, leading up to full deregulation in January 2002; photo; comparison table (M)",Texas
"Texas, Leader in Greenhouse Gases, Stands Vulnerable to Their Effects",https://www.nytimes.com/2014/07/13/us/texas-leader-in-greenhouse-gases-stands-vulnerable-to-their-effects.html,2014-07-12T23:14:12+0000,"Its economic boom heavily dependent on the emission-producing energy industry, Texas has resisted evidence of climate change, even within its own borders.",Texas
Pipeline Fight Lifts Environmental Movement,https://www.nytimes.com/2014/01/25/us/keystone-xl-pipeline-fight-lifts-environmental-movement.html,2014-01-24T16:19:42+0000,"While it remains unclear whether President Obama will approve a 1,700-mile oil pipeline from Canada, the fight has changed environmental politics.",Texas
"Aware of Political Ecosystem, Property Rights Advocate Embraces Conservation Plan",https://www.nytimes.com/2005/12/27/us/aware-of-political-ecosystem-property-rights-advocate-embraces.html,2005-12-27T05:00:00+0000,"Texas has been focal point of so-called safe harbor initiatives, conservation program that combines federal and state incentives with flexibility for landowners who participate; they commit land to conservation purposes forever, or for as little as 10 years, and payoff is that they are shielded in those years from unilateral conservation actions by government; photo (M)",Texas
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/06/25/us/coronavirus-florida-texas-california-arizona.html,2020-06-25T23:28:29+0000,"Updates on the surges in Texas, California, Arizona and Florida.",Texas
"In Texas, a Fight Over Fracking ",https://www.nytimes.com/2014/10/09/business/in-texas-a-fight-over-fracking.html,2014-10-09T00:38:19+0000,"The possible success of a referendum to ban the gas-extraction process called hydraulic fracturing in Denton, Tex., has alarmed oil and gas companies.",Texas
Chemical Depots Fall Under a Patchwork of Rules,https://www.nytimes.com/2013/05/10/us/texas-chemical-depots-fall-under-a-jumble-of-regulations.html,2013-05-10T00:29:38+0000,"There are over 110 facilities statewide that store at least 10,000 pounds of ammonium nitrate, the source of an explosion at a fertilizer plant that killed at least 14 people.",Texas
Electric Grid in Texas Faces Multiple Challenges,https://www.nytimes.com/2011/12/23/business/energy-environment/electric-grid-in-texas-faces-multiple-challenges.html,2011-12-23T01:20:50+0000,"Looking toward what may be a warmer-than-usual summer in 2012 and working to avoid future blackouts, the people in charge of the state’s electric grid face more than the usual number of challenges.",Texas
"Sure, Country Is Divided, but Bush Country, Too?",https://www.nytimes.com/2004/10/13/politics/campaign/sure-country-is-divided-but-bush-country-too.html,2004-10-13T05:00:00+0000,"Tiny Crawford, Tex, site of Pres Bush's ranch, is divided on presidential race; many residents back Bush, but Mayor Robert Campbell, Democrat, and local weekly paper, Lone Star Iconoclast, back Sen John Kerry; paper's editor and chief and majority owner, W Leon Smith, comments on steep price it is paying in canceled subscriptions and hate mail; photos (M)",Texas
"In Texas, an Emerging Problem for Democrats on the Border",https://www.nytimes.com/2020/11/07/us/texas-democrats-red-blue.html,2020-11-07T10:00:15+0000,"In their long-running bid for Texas, Democrats ran into trouble. Trump antagonized immigrants, but he also won new voters who live along the border.",Texas
"Move Over, Oil, There’s Money in Texas Wind",https://www.nytimes.com/2008/02/23/business/23wind.html,2008-02-23T05:00:00+0000,"After breakneck growth the last three years, Texas has surpassed California as the top state for wind power.",Texas
"In Texas Oil Country, an Unfamiliar Threat: Earthquakes",https://www.nytimes.com/2023/01/28/us/texas-earthquakes-fracking.html,2023-01-28T10:00:23+0000,A pair of recent strong earthquakes were part of a surge in seismic activity in the state related to oil and gas production.,Texas
"The ‘Old American Dream,’ a Trap as the Floods Keep Coming",https://www.nytimes.com/2021/03/23/us/texas-winter-storm-hurricane-harvey-houston.html,2021-03-23T09:00:17+0000,"In Houston’s poorest neighborhoods, an unfamiliar winter storm stoked a familiar anguish, one fueled by recurring floods and what residents see as a pattern of neglect.",Texas
U.S. Companies Vie for Funds in Race to Build Rare Earths Industry,https://www.nytimes.com/2020/08/14/us/politics/rare-earths-american-companies.html,2020-08-14T21:29:22+0000,"The Trump administration is encouraging development of a domestic industry to produce critical metals now dominated by Chinese companies, but few players show clear long-term promise.",Texas
"Perry Exits Texas Stage Making a Case for His Past, and His Future",https://www.nytimes.com/2015/01/16/us/politics/rick-perry-exits-texas-stage-making-a-case-for-his-past-and-his-future.html,2015-01-16T02:47:42+0000,"As Gov. Rick Perry prepares to leave office and contemplates another run for the White House, his record in Texas will be closely scrutinized for what it says about him and the priorities he set.",Texas
How Texas’ Drive for Energy Independence Set It Up for Disaster,https://www.nytimes.com/2021/02/21/us/texas-electricity-ercot-blackouts.html,2021-02-21T10:00:16+0000,Texas has refused to join interstate electrical grids and railed against energy regulation. Now it’s having to answer to millions of residents who were left without power in last week’s snowstorm.,Texas
When the Next Hurricane Hits Texas,https://www.nytimes.com/2016/10/09/opinion/sunday/when-the-hurricane-hits-texas.html,2016-10-07T12:10:16+0000,The petrochemical industry from Galveston to Houston is an environmental catastrophe waiting to happen.,Texas
Everyone’s Moving to Texas. Here’s Why.,https://www.nytimes.com/2021/11/23/opinion/move-to-texas.html,2021-11-23T10:00:15+0000,"We studied 16,847 places to find out why Dallas is so popular.",Texas
"It’s a Vast, Invisible Climate Menace. We Made It Visible.",https://www.nytimes.com/interactive/2019/12/12/climate/texas-methane-super-emitters.html,2019-12-12T10:00:02+0000,"Immense amounts of methane are escaping from oil and gas sites nationwide, worsening global warming, even as the Trump administration weakens restrictions on offenders.",Texas
"At a Texas Foundry, An Indifference to Life",https://www.nytimes.com/2003/01/08/us/at-a-texas-foundry-an-indifference-to-life.html,2003-01-08T05:00:00+0000,"Article in three-part series Dangerous Business describes extremely dangerous working conditions, some of worst in US, at Tyler Pipe in Texas, McWane Inc cast-iron foundry where federal inspectors have chronicled numerous problems; McWane, privately held Alabama-based company, is one of world's largest manufacturers of cast-iron sewer and water pipe, and one of most dangerous employers in US; nine workers have been killed at McWane foundries since 1995 and at least 4,600 injuries recorded; plants, employing about 5,000 people, have been cited for more than 400 federal health and safety violations, far more than six major competitors combined; several deaths detailed, including that of Rolan Hoskin, crushed in old conveyor belt at Tyler Pipe in 2000; McWane operations are subject of nine-month examination by The New York Times, PBS television program Frontline and Canadian Broadcasting Corp; McWane president G Ruffner Page acknowledges 'serious mistakes' in Hoskin death but insists disciplined management has allowed company to stave off foreign competitors; regulators call operations lawless and rogue; Tyler workers describe overwhelming heat and noise, 12-hour shifts with little relief, lack of basic amenities, restrictions on use of safety equipment, inappropriate disciplining and controls on medical care of injured workers in violation of Texas law; former employees Welton Spencer, Ira Cofer and Marcos Lopez describe devastating injuries; photos; diagram explaining dangerous operations of cast-iron foundries (L)",Texas
The Other Oil Cleanup,https://www.nytimes.com/2010/11/07/magazine/07oil-t.html,2010-11-04T11:30:16+0000,"Trial lawyers like Tony Buzbee got rich putting the screws to corporate America. But in the wave of gulf-spill litigation, they’re struggling to not get cut out of the action.",Texas
Hurricane Laura Kills at Least 6 People in Louisiana,https://www.nytimes.com/2020/08/27/us/hurricane-laura-update.html,2020-08-27T06:00:03+0000,"After landfall overnight with 150 m.p.h. winds, Laura ripped northward. Officials confirmed at least six deaths tied to the storm, and hundreds of thousands of people have lost power.",Texas
Read the document,https://www.nytimes.com/interactive/2023/04/13/us/abortion-pill-fifth-court-of-appeals.html,2023-04-13T07:02:36+0000,The U.S. Fifth Court of Appeals published an order in the abortion pill case.,Texas
Houston's Priorities,https://www.nytimes.com/2001/04/13/opinion/l-houston-s-priorities-836940.html,2001-04-13T05:00:00+0000,Letter by Houston Mayor Lee P Brown responds to Bob Herbert's April 6 Op-Ed column about Texas environment and health; notes his programs to improve Houston's air and medical care (S),Texas
Penguins in Your Fridge? These 7-Year-Olds Have Climate Solutions.,https://www.nytimes.com/2023/06/15/climate/climate-education-schools-children.html,2023-06-15T17:36:55+0000,"New Jersey is the first state to require that climate change be taught at all grade levels. The focus is on problem solving, not doom and gloom.",New Jersey
POLLUTION CLEANUP THREATENED,https://www.nytimes.com/2002/07/07/nyregion/briefing-environment-pollution-cleanup-threatened.html,2002-07-07T05:00:00+0000,Bush administration proposes budget cuts that may affect as many as 10 Superfund pollution projects in New Jersey (S),New Jersey
WATER POLLUTION AGREEMENT,https://www.nytimes.com/2002/09/29/nyregion/briefing-environment-water-pollution-agreement.html,2002-09-29T05:00:00+0000,"State and federal Environmental Protection Agency officials reach agreement to set water pollution limits for New Jersey's farms, sewage treatment plants and industries (S)",New Jersey
Turning The Tide On Pollution,https://www.nytimes.com/2002/08/25/nyregion/turning-the-tide-on-pollution.html,2002-08-25T05:00:00+0000,"Article on slow comeback of New Jersey's Raritan River and its estuary, which have been targeted by federal government for renewal; federal officials hope to pump more than $100 million into project to provide flood protection and restore swath of wetlands; photos; map (L)",New Jersey
See What Canadian Wildfire Smoke Looked Like in 8 Places This Week,https://www.nytimes.com/interactive/2023/06/09/us/air-quality-smoke-cities-canada-us.html,2023-06-09T17:22:28+0000,Imagery from EarthCam shows how smoke from hundreds of wildfires in Canada enveloped cities in the Northeast and Midwest.,New Jersey
Power Plants Ranked High on Pollution List,https://www.nytimes.com/2006/07/28/nyregion/28mbrfs-006.html,2006-07-28T04:00:00+0000,"Two of the nation’s dirtiest electricity-generating stations are in New Jersey, and one is in New York, according to a pollution ranking released yesterday by the Environmental Integrity Project, a nonprofit environmental group based in Washington. The two New Jersey plants are coal-fired generators owned by Public Service Electric and Gas in Hamilton Township and Jersey City. Neil Brown, a company spokesman, said the rankings appeared to have been based on erroneous emissions rates. He said the company had eliminated tens of thousands of pounds of harmful emissions during the last few years. The sole New York plant on the nation’s dirtiest list is a coal-fired one owned by NRG Energy Inc. in Tonawanda, outside Buffalo. Meredith Moore, an NRG spokeswoman, said the company shut down two units at the Tonawanda station last year and switched to low-sulfur coal, which will reduce harmful emissions.",New Jersey
Old Story of Pollution; New Urgency This Time,https://www.nytimes.com/2010/02/01/nyregion/01towns.html,2010-02-01T01:02:51+0000,"A lesson from one polluted town in New Jersey: don’t wait, and don’t just get angry. Do something.",New Jersey
There’s Only One Way to Fix New York’s Traffic Gridlock,https://www.nytimes.com/2023/06/08/opinion/traffic-new-york-congestion.html,2023-06-08T09:00:46+0000,There’s no way out of the congestion without making drivers pay for taking up limited street space.,New Jersey
"Rapid Evolution Saved This Fish From Pollution, Study Says",https://www.nytimes.com/2016/12/09/science/atlantic-killifish-evolution-pollution.html,2016-12-09T15:57:28+0000,Distinct populations of Atlantic killifish developed adaptations that helped them survive in waters tainted by toxic leftovers of industrial manufacturing.,New Jersey
States Planning Own Lawsuits Over Pollution,https://www.nytimes.com/2003/11/09/us/states-planning-own-lawsuits-over-pollution.html,2003-11-09T05:00:00+0000,"Attorneys general of New York, New Jersey and Connecticut say they are ready to force power plants to make billions of dollars of pollution-control improvements now that Environmental Protection Agency has decided to drop investigations at old coal-fired plants, a major source of air pollution that drifts over Northeast; caution that states have far fewer resources than federal government to battle one of nation's most powerful industries and that they will have to focus their actions against fewer utilities; photos of Connecticut Atty Gen Richard Blumenthal, Democrat, and New York Atty Gen Eliot Spitzer, Democrat (L)",New Jersey
Power Plants Ranked High on Pollution List,https://www.nytimes.com/2006/07/28/nyregion/power-plants-ranked-high-on-pollution-list.html,2006-07-28T05:00:00+0000,"Washington-based Environmental Integrity Project says two electricity-generating plants owned by Public Service Electric and Gas, in Hamilton Township and Jersey City, are among nation's dirtiest; utility says rankings are based on erroneous emissions data; sole New York plant on list is coal-fired one in Tonawanda, owned by NRG Energy Inc (S)",New Jersey
"Camden Journal; Air Is Heavy With Pollution, and Resentment",https://www.nytimes.com/2001/05/28/nyregion/camden-journal-air-is-heavy-with-pollution-and-resentment.html,2001-05-28T05:00:00+0000,"Air in Waterfront South section of Camden, NJ, is usually so filled with dust and other pollutants from smokestacks and trucks that it is nearly unbreathable; neighborhood is made up of mostly poor black families who believe they carry unfair burden of industry and their fight has made it battleground in emerging field of environmental justice, which involves recognition of poor minority communities as repository for industry and its pollutants; photo (M)",New Jersey
