Title,URL,Time,Abstrace,State
McGreevey Assailed on Bill Easing Developers' Permits,https://www.nytimes.com/2004/07/05/nyregion/mcgreevey-assailed-on-bill-easing-developers-permits.html,2004-07-05T05:00:00+0000,"Environmentalist score Gov James E McGreevey for supporting bill that would expedite environmental permit process in areas designated suitable for development; say that bill would despoil coast, increase urban pollution, hasten Wal-Mart proliferation, and cripple regulations protecting workers from hazards; bill is part of McGreevey's plan to revitalize cities and older suburbs; plan gives state officials 45 days to review applications and establishes 'smart growth ombudsman' (M)",New Jersey
Global Warming Report in New Jersey,https://www.nytimes.com/2006/05/26/nyregion/global-warming-report-in-new-jersey.html,2006-05-26T05:00:00+0000,New Jersey Public Interest Research Group urges Gov Jon S Corzine to reduce global warming pollution 20 percent below current levels by 2020 and 70 percent by 2050; report by Princeton University scientists suggests that 1 to 3 percent of state would be submerged and 6 to 9 percent subject to chronic flooding by 2100 if warming continues at current pace (S),New Jersey
Plea Agreement Is Reached in Pipe Case,https://www.nytimes.com/2004/05/27/us/plea-agreement-is-reached-in-pipe-case.html,2004-05-27T05:00:00+0000,"Federal prosecutors, who have announced second indictment of McWane Inc, say Donald Harbin, longtime manager in Birmingham, will cooperate with probe of environmental and safety violations by one of nation's largest manufacturers of cast iron pipes; ten McWane managers have been charged with crimes in Alabama and New Jersey (S)",New Jersey
"Miles From Home, but Now With Comfort and Cleaner Air",https://www.nytimes.com/2007/08/05/nyregion/nyregionspecial2/05peoplenj.html,2007-08-05T04:00:00+0000,BORDENTOWN.,New Jersey
Metro Briefing | New York: Garden City: Nassau Fines Gas Stations,https://www.nytimes.com/2005/01/12/nyregion/metro-briefing-new-york-garden-city-nassau-fines-gas-stations.html,2005-01-12T05:00:00+0000,"Nassau County, NY, Office of Consumer Affairs investigators find four gas stations that illegally obtained cheaper gasoline from New Jersey to evade New York State excise taxes; gas contains additive MTBE, which is banned in New York; two stations have been shut down and two are given violation notices (S)",New Jersey
New Jersey Dump Is Put Back on Superfund List,https://www.nytimes.com/2006/04/13/nyregion/new-jersey-dump-is-put-back-on-superfund-list.html,2006-04-13T05:00:00+0000,"EPA will return Ringwood Mines area of northern New Jersey to Superfund list of heavily polluted sites; site was used by Ford Motor Co as dumping ground in 1970's and has been cleaned up before, but residents complain of lingering pollution and health problems (S)",New Jersey
SILT GOING TO PENNSYLVANIA,https://www.nytimes.com/2001/08/26/nyregion/briefing-environment-silt-going-to-pennsylvania.html,2001-08-26T05:00:00+0000,"Joint project by scrap metal dealer Hugo Neu Schnitzer East and New Jersey Office of Maritime Resources will dredge and clean contaminated silt from Claremont Channel off Jersey City, NJ, and use it to cap abandoned strip mine in Penfield, Pa, where it will keep mine acid from entering nearby waterways (S)",New Jersey
New Jersey Proposes Measures to Reduce Mercury Emissions,https://www.nytimes.com/2003/12/11/nyregion/new-jersey-proposes-measures-to-reduce-mercury-emissions.html,2003-12-11T05:00:00+0000,"New Jersey will propose new controls to limit emissions of mercury, a toxic substance that is particularly harmful to fetuses and young children.",New Jersey
High Goals for Reducing Emissions in New Jersey,https://www.nytimes.com/2007/06/22/nyregion/22warming.html,2007-06-22T04:00:00+0000,The New Jersey Legislature passed a bill Thursday that set ambitious goals for reducing emissions of greenhouse gases.,New Jersey
New Criticism After New Jersey Posts Text of Exxon Settlement,https://www.nytimes.com/2015/04/08/nyregion/new-criticism-after-new-jersey-posts-text-of-exxon-settlement.html,2015-04-08T02:04:28+0000,Environmental groups and some state lawmakers call the proposed $225 million deal a “corporate giveaway” that “leaves us with more questions than answers.”,New Jersey
Metro Briefing | New York: Albany: Fresh Kills Environmental Study,https://www.nytimes.com/2003/06/09/nyregion/metro-briefing-new-york-albany-fresh-kills-environmental-study.html,2003-06-09T05:00:00+0000,New York State's Appeals Court rules New York City does not have to conduct further study on health effects of soot from diesel powered trucks transporting waste from Manhattan to New Jersey; Atty Gen Eliot Spitzer argued that city did not properly study environmental impact in preparation for closing of Fresh Kills landfill (S),New Jersey
Officials at Foundry Face Health and Safety Charges,https://www.nytimes.com/2003/12/16/us/officials-at-foundry-face-health-and-safety-charges.html,2003-12-16T05:00:00+0000,"Sweeping federal indictment unsealed in Newark charges that senior managers of New Jersey foundry owned by McWane Inc, nation's largest manufacturer of cast-iron pipe, conspired for years to violate workplace safety and environmental laws and then obstructed repeated government inquiries by lying, intimidating workers into silence and systematically altering accident scenes; indictment says motive was to enrich foundry, Atlantic States Cast Iron Pipe in Philippsburg, NJ, and its managers by maximizing production 'without concern to environmental pollution and worker safety risks'; indictment charges that foundry's managers routinely dumped thousands of gallons of contaminated wastewater into Delaware River, repeatedly exposed workers to unsafe conditions and regularly deceived environmental and workplace safety regulators; photos (L)",New Jersey
Sharp Odor Along Jersey Shore Is a Mystery,https://www.nytimes.com/2001/07/22/nyregion/sharp-odor-along-jersey-shore-is-a-mystery.html,2001-07-22T05:00:00+0000,Sharp chemical odor promopts calls to emergency officials along New Jersey shore (S),New Jersey
Toxic Passaic River to Get $1.38 Billion Cleanup Over 10 Years,https://www.nytimes.com/2016/03/05/nyregion/toxic-passaic-river-to-get-1-38-billion-cleanup-over-10-years.html,2016-03-05T01:44:02+0000,The project announced by the Environmental Protection Agency will be among the most ambitious yet in the 35-year history of the Superfund program.,New Jersey
Car Emissions Standards Are Stricter in New Jersey,https://www.nytimes.com/2004/01/13/nyregion/car-emissions-standards-are-stricter-in-new-jersey.html,2004-01-13T05:00:00+0000,New Jersey Legislature passes bill to bring state's emissions requirements in line with those of strictest states in nation; bill mandates that certain percentage of vehicle sales in state consist of low-emission models by 2009 and smaller number to be pollution free by 2012; also lowers emissions limits for each manufacturer's total fleet; final approval is also given to measure forbidding use of hand-held cellular phones while driving; photo (M),New Jersey
E.P.A. Sued Over Mercury in the Air,https://www.nytimes.com/2005/03/30/nyregion/epa-sued-over-mercury-in-the-air.html,2005-03-30T05:00:00+0000,New Jersey and eight other states file lawsuit challenging Environmental Protection Agency rule that they claim does not do enough to control dangerous mercury emissions from coal-fired power plants (M),New Jersey
"Robert Roe, New Jersey Congressman Called ‘Mr. Jobs,’ Dies at 90",https://www.nytimes.com/2014/07/16/nyregion/robert-a-roe-new-jersey-congressman-dies-at-90.html,2014-07-16T02:36:11+0000,Mr. Roe was an advocate for public works who helped finance the expansion of the nation’s highway system and efforts to combat water pollution.,New Jersey
State Moves to Close Composting Plant,https://www.nytimes.com/2006/08/05/nyregion/nyregionspecial2/06njcompost.html,2006-08-05T04:00:00+0000,"SPRINGFIELD TOWNSHIP, N.J.",New Jersey
McGreevey's Optimism on Budget Plan Meets Criticism of Its Sources of Financing,https://www.nytimes.com/2004/02/26/nyregion/mcgreevey-s-optimism-on-budget-plan-meets-criticism-of-its-sources-of-financing.html,2004-02-26T05:00:00+0000,"Gov James E McGreevey's budget for New Jersey's fiscal 2005 is criticized for relying too heavily on $150 million in new fees and taxes and borrowing against money expected to come from cigarette tax and higher fines for driving infractions; McGreevey says that $150 million environmental impact fee on petrochemical companies is not stealth tax on gasoline, but on polluters; photo (M)",New Jersey
Companies to Pay New Jersey $17 Million for Toxic Cleanup,https://www.nytimes.com/2003/11/13/nyregion/companies-to-pay-new-jersey-17-million-for-toxic-cleanup.html,2003-11-13T05:00:00+0000,"Honeywell International, Tierra Solutions and PPG Industries will pay New Jersey $17 million for polluting northern New Jersey sites with chromium, ending 20 years of legal negotiations (M)",New Jersey
"The Comforts of Home, And Cleaner Air, Too",https://www.nytimes.com/2004/02/08/nyregion/road-and-rail-the-comforts-of-home-and-cleaner-air-too.html,2004-02-08T05:00:00+0000,"Article on innovation that is coming to Paulsboro Travel Center in New Jersey, where long-haul truck drivers idle their trucks all night while they sleep to save money and guard cargo; IdleAire, independent heating and cooling system, will be installed at 175 parking spaces; each parking space will feature giant yellow hose which, when hooked up to truck through window adapter, will supply heat, air conditioning, phone jack, cable and Internet access, all controlled by computerized console; photo (M)",New Jersey
Critics Try to Turn Whitman Against Her Emissions Plan,https://www.nytimes.com/2001/02/15/nyregion/critics-try-to-turn-whitman-against-her-emissions-plan.html,2001-02-15T05:00:00+0000,"New Jersey environmentalists, joined by group of anonymous employees of Environmental Protection Agency, call on agency's new administrator Christie Whitman to reject emissions-credit trading program that she herself had introduced as governor; warn that program is rife with pitfalls and could allow air polluters to claim credit for phantom reductions in toxic emissions without fear of detection by regulators; photo (M)",New Jersey
Superfund Cleanup Stirs Troubled Waters,https://www.nytimes.com/2012/08/14/science/superfund-efforts-to-clean-waterways-come-with-a-risk.html,2012-08-13T18:51:31+0000,"The Environmental Protection Agency is finally tackling some of the most heavily polluted waterways, many of which are in the New York-New Jersey area.",New Jersey
Toms River Still Asking A Question: 'Why Us?',https://www.nytimes.com/2001/12/24/nyregion/toms-river-still-asking-a-question-why-us.html,2001-12-24T05:00:00+0000,"Following six-year, $10 million study, epidemiological report released recently shows there may be connection between chemical pollution from Superfund site and instances of leukemia in infant girls, but offers no explanation for array of childhood cancers plaguing Toms River, NJ; Gov-elect James McGreevey strongly attacks State Dept of Health and Senior Services for taking so long to acknowledge problem existed and begin scientific study; parents feel at least partially vindicated but say common sense dictates that more of their children's cancers are produced by chemical pollution; photos (M)",New Jersey
Judge Hears Arguments on an Exxon Settlement,https://www.nytimes.com/2015/07/31/nyregion/judge-hears-arguments-on-an-exxon-settlement.html,2015-07-31T02:17:34+0000,"On Thursday, lawyers for New Jersey and environmental groups argued their case about an environmental contamination settlement between the state and Exxon.",New Jersey
Crews Restoring Newark Fields Tainted by Pool of Gasoline,https://www.nytimes.com/2005/03/09/nyregion/crews-restoring-newark-fields-tainted-by-pool-of-gasoline.html,2005-03-09T05:00:00+0000,"Cleanup is under way in Branch Brook Park in Newark, NJ, where workers last October found large pool of gasoline three or four feet below surface; is expected to last until summer; people living near park may smell gasoline during cleanup; Environmental Protection Department Comr Bradley Campbell voices concern about contamination of brook that runs through park (M)",New Jersey
"Under Law, Christie Can Use Exxon Settlement to Help Balance Budget",https://www.nytimes.com/2015/03/03/nyregion/under-law-christie-can-use-exxon-settlement-to-help-balance-budget.html,2015-03-03T01:27:00+0000,The current New Jersey appropriations law says that any funds beyond the first $50 million collected in damages or other environmental recoveries shall go to the state’s general fund.,New Jersey
New York City and 8 States Plan to Sue Power Plants,https://www.nytimes.com/2004/07/21/us/new-york-city-and-8-states-plan-to-sue-power-plants.html,2004-07-21T05:00:00+0000,Eight states and New York City will file federal lawsuit demanding 'substantial cuts' in carbon dioxide emissions by five major utility companies that operate 174 power plants (M),New Jersey
Last Oil Being Cleared From New Jersey Beaches,https://www.nytimes.com/2004/02/07/nyregion/last-oil-being-cleared-from-new-jersey-beaches.html,2004-02-07T05:00:00+0000,Crews are cleaning up last remains of oil slick that polluted beaches on Jersey Shore (S),New Jersey
Metro Briefing: New Jersey,https://www.nytimes.com/2002/06/04/nyregion/metro-briefing-new-jersey.html,2002-06-04T05:00:00+0000,PATERSON: Jury Continues Meeting On Dupont; ELIZABETH: 2 Charged In 3 Killings; TRENTON: Group Backs Insurance Changes; Landmarks Agency To Meet.,New Jersey
MORE 65-M.P.H. ZONES,https://www.nytimes.com/2001/08/26/nyregion/briefing-transportation-more-65-mph-zones.html,2001-08-26T05:00:00+0000,New Jersey Transportation Department recommends speed limit be raised to 65 miles per hour on 124 additional miles of highways (S),New Jersey
"New York, New Jersey, Connecticut",https://www.nytimes.com/2004/09/08/nyregion/new-york-new-jersey-connecticut.html,2004-09-08T05:00:00+0000,NEW YORK.,New Jersey
Stepping Up on Climate Change,https://www.nytimes.com/2007/07/01/opinion/nyregionopinions/NJwarming.html,2007-07-01T04:00:00+0000,"New Jersey’s legislature, backed by Gov. Jon Corzine, set perhaps the most aggressive limits of any state on greenhouse-gas emissions.",New Jersey
Finding the Bottom of a Polluted Field,https://www.nytimes.com/2006/02/05/nyregion/finding-the-bottom-of-a-polluted-field.html,2006-02-05T05:00:00+0000,"Honeywell Corp seeks to cap hazardous waste site in Jersey City, one of nation's biggest; claims that it has found solution to heaving problem caused when ground water mixes with pollutants, mostly chromium, and hardens it; Honeywell proposes to remove hardened layer and fill it in with clean dirt; local groups and environmentalists say chromium will still leach into Hackensack River; Honeywell did not pollute land, but Allied Signal, its corporate predecessor, bought stock of Mutual Chemical Co, which did, leaving it responsible; photo (L)",New Jersey
"Simpler Auto Emissions Test to Be Phased In for Newer Cars, State Says",https://www.nytimes.com/2002/01/24/nyregion/simpler-auto-emissions-test-to-be-phased-in-for-newer-cars-state-says.html,2002-01-24T05:00:00+0000,"New Jersey officials announce that rigorous auto emissions test that created turmoil at state inspection stations when it was introduced two years ago is to be phased out and replaced by quicker, simpler computerized system starting next Jan; under new plan, newer cars will not have to undergo time-consuming tests; specifics of plan require approval of federal Environmental Protection Agency; McGreevey administration discloses that it has started close analysis of seven-year contract that Whitman administration awarded Parsons Infrastructure and Technology Group, California company, in 1998 to install and operate inspection system; during his campaign, McGreevey called contract 'cronyism at its worst,' noting that Parsons was sole bidder (M)",New Jersey
Metro Briefing | New Jersey: Trenton: New Water Rules Proposed,https://www.nytimes.com/2002/12/11/nyregion/metro-briefing-new-jersey-trenton-new-water-rules-proposed.html,2002-12-11T05:00:00+0000,New Jersey Dept of Environmental Protection proposes new regulations to increase state's water supply through new restrictions on residential and other development (S),New Jersey
State Postpones Inspections for Newer Cars,https://www.nytimes.com/2003/05/04/nyregion/state-postpones-inspections-for-newer-cars.html,2003-05-04T05:00:00+0000,"New Jersey is allowing owners of newer cars to wait four years before inspections, part of effort tocut $13 million a year from budget (S)",New Jersey
Shortchanging New Jersey by Billions,https://www.nytimes.com/2015/03/05/opinion/chris-christies-exxon-settlement-is-bad-for-new-jersey.html,2015-03-05T02:01:49+0000,Governor Christie settled a huge pollution case for pennies on the dollar.,New Jersey
New Jersey’s $225 Million Settlement With Exxon Mobil Is Approved,https://www.nytimes.com/2015/08/26/nyregion/new-jerseys-225-million-settlement-with-exxon-mobil-is-approved.html,2015-08-25T18:15:32+0000,The ruling by a state judge Tuesday comes in a longstanding legal battle in which the state had demanded $8.9 billion in compensation for natural resource damage.,New Jersey
"With Eye on 2016, Christie Resists Climate Change Plan ",https://www.nytimes.com/2014/09/19/us/politics/with-eye-on-2016-christie-resists-climate-change-plan-for-new-jersey.html,2014-09-18T14:01:33+0000,"Gov. Chris Christie is adamant that New Jersey not participate in the Regional Greenhouse Gas Initiative, though most legislators say it would be good for the state.",New Jersey
Rescuing Lady Bird’s Legacy,https://www.nytimes.com/2007/09/16/opinion/nyregionopinions/NJwildflowers.html,2007-09-16T04:00:00+0000,"With all of the traffic congestion, pollution and detours they face, New Jersey’s drivers could do with the calming effect that greenery would provide.",New Jersey
The Week in New Jersey,https://www.nytimes.com/2007/03/25/nyregion/nyregionspecial2/25NJweek.html,2007-03-25T04:00:00+0000,"Dynamometers, the auto-emission testing systems that raised the ire of politicians and the blood pressure of drivers after they were introduced to state-run inspection stations seven years ago, are being dismantled and removed.",New Jersey
DAMAGE CONTINUES,https://www.nytimes.com/2002/12/08/nyregion/briefing-the-coasts-damage-continues.html,2002-12-08T05:00:00+0000,Natural Resources Defense Council releases report concluding that New Jersey environmental officials and Army Corps of Engineers have issued wetlands and coastal development permits too freely; report praises state officials for programs to save open space (S),New Jersey
A BUSY FAREWELL,https://www.nytimes.com/2004/01/18/nyregion/briefings-legislature-a-busy-farewell.html,2004-01-18T05:00:00+0000,"New Jersey Legislature, before closing session, approves stricter auto emissions rules, passes bills that lower legal limit for driving while intoxicated to 0.08 percent and that require jail time for repeat drunken drivers, tightens code of ethics for legislators, and passes bill banning drivers from using handheld cellphones (M)",New Jersey
Chunk of New Jersey’s Money From Exxon Settlement Is to Go to Legal Fees,https://www.nytimes.com/2015/03/10/nyregion/chunk-of-new-jerseys-money-from-exxon-settlement-is-to-go-to-legal-fees.html,2015-03-10T01:50:59+0000,"If the broadly criticized deal is approved, New Jersey’s recovery will most likely total about $180 million or so, after legal fees and costs are deducted, records show.",New Jersey
A Cleanup Plan for a Toxic River,https://www.nytimes.com/2014/04/16/opinion/a-cleanup-plan-for-a-toxic-river.html,2014-04-16T01:59:17+0000,"It is past time to rehabilitate the Passaic River in New Jersey, one of America’s oldest industrial dumping grounds.",New Jersey
Gov. Christie Goes Easy on a Big Polluter,https://www.nytimes.com/2015/03/06/opinion/gov-chris-christie-goes-easy-on-a-big-polluter.html,2015-03-06T02:11:34+0000,A $250 million deal with Exxon to recover $8.9 billion in damages for environmental contamination is a colossal mistake.,New Jersey
The Battle Over Teterboro: From Romance to Hostility,https://www.nytimes.com/2003/11/02/nyregion/the-battle-over-teterboro-from-romance-to-hostility.html,2003-11-02T05:00:00+0000,"Article on staunch opposition by local residents and others to proposal by Federal Aviation Agency to allow jets weighing more than 100,000 pounds to land at Teterboro Airport in suburban New Jersey as well as about 3,000 other airports nationwide, including about 16 others in New Jersey; Congress has passed measure that may block proposal and Port Authority of New York and New Jersey chairman Anthony Coscia says his agency will not modify airport to allow heavier planes to land; photos; map (L)",New Jersey
A Flash of Hope for a Tainted River,https://www.nytimes.com/2008/08/17/nyregion/nyregionspecial2/17passaicnj.html,2008-08-14T21:57:10+0000,"Cleanup of the Passaic River, long neglected and polluted, is scheduled to begin this summer.",New Jersey
Is the Water Actually Fine?,https://www.nytimes.com/2008/08/01/travel/escapes/01beach.html,2008-08-01T04:00:00+0000,Water quality on the nation's swimming beaches is facing contamination from storm water and even sewage.,New Jersey
McGreevey Threatens to End Deal With Car Emissions Tester,https://www.nytimes.com/2002/05/07/nyregion/mcgreevey-threatens-to-end-deal-with-car-emissions-tester.html,2002-05-07T05:00:00+0000,"New Jersey Gov James McGreevey threatens to break $400 million contract with Parsons Infrastructure and Technology Group, which runs state's troubled auto emissions inspection program, unless contractor agrees to substantial cut in fees; says new audit shows company failed to deliver on its contract by missing deadlines, performing tests inaccurately and keeping thousands of drivers waiting; photo (M)",New Jersey
The Cost of Green Grass,https://www.nytimes.com/2012/04/22/realestate/new-jersey-in-the-region-new-law-complicates-lawn-care.html,2012-04-19T23:18:16+0000,An early growing season and a timing glitch affecting a certification process are creating temporary difficulties for landscapers.,New Jersey
Trying to Make Some Sense of That Syrupy Scent. Why? It's Thursday.,https://www.nytimes.com/2006/01/05/nyregion/trying-to-make-some-sense-of-that-syrupy-scent-why-its-thursday.html,2006-01-05T05:00:00+0000,"New Jersey has been accused of many things, and almost none have had to do with smelling sweet.     But when a strange, syrupy scent descended on parts of New York City and New Jersey twice (and possibly three times) in the fall, theories spread faster than warm Aunt Jemima on pancakes. Speculation fell on the Garden State, a historic center in the production of fragrance, flavor and hoary olfaction jokes.  ",New Jersey
Hitting Ground Zero Running,https://www.nytimes.com/2002/01/27/nyregion/in-person-hitting-ground-zero-running.html,2002-01-27T05:00:00+0000,"Profile of Jane M Kenny, new Environmental Protection Agency regional administrator, whose first task on job was to oversee clean-up effort at World Trade Center; she runs decontamination wash stations and monitors air and water samples taken in New York and North Jersey as debris is cleared away; she comments on her other duties; photo (M)",New Jersey
"Congestion Pricing Delays Threaten Subway Projects, M.T.A. Chair Says",https://www.nytimes.com/2023/10/25/nyregion/mta-congestion-pricing-nj-lawsuit.html,2023-10-25T22:37:42+0000,A plan to toll drivers in Manhattan is expected to fund major improvements to New York City’s transit network. Officials fear delays threaten those plans.,New Jersey
New Jersey Embraces an Idea It Once Rejected: Make Utilities Pay to Emit Carbon,https://www.nytimes.com/2018/01/29/climate/new-jersey-cap-and-trade.html,2018-01-29T23:27:45+0000,"Democratic governors nationwide are taking steps to tax or price emissions within their own borders, even as Trump dismantles federal climate policy.",New Jersey
"Landfill Cleanup Was Delayed, State Admits",https://www.nytimes.com/2003/07/17/nyregion/landfill-cleanup-was-delayed-state-admits.html,2003-07-17T05:00:00+0000,"New Jersey acknowledges that it failed to manage adequately cleanup of solid waste landfill in Edison, lapse environmentalists say may have allowed tons of heavy metals, benzenes and other carcinogens to seep into groundwater and possibly Raritan River; complaints have been raised by Edison Wetlands Association, a local environmental group, and Isaac Heller, owner of industrial park next to 145-acre ILR Landfill; Heller photo (M)",New Jersey
9 States in Plan to Cut Emissions by Power Plants,https://www.nytimes.com/2005/08/24/nyregion/9-states-in-plan-to-cut-emissions-by-power-plants.html,2005-08-24T05:00:00+0000,"Nine Northeastern states reportedly reach preliminary agreement to freeze power plant emissions at current levels and then reduce them by ten percent by 2020; photo; first such cooperative action follows Bush administration not to regulate greenhouse gases and would require legislation in each state; initiative would set up market-driven system to control carbon dioxide emissions from more than 600 electric generators, and could spur action nationally; California, Washington and Oregon explore similar agreement; Northeast states were brought together by New York Gov George Pataki, who broke sharply with administration on issue; spokesman declines comment on leaked draft; environmentalists say region's carbon dioxide emissions are about those of Germany, but that real significance of accord is example for other states (M)",New Jersey
"So, How's the Weather? Futuristic; From Smog to Sun, Climate Scientists Zoom In on Changes",https://www.nytimes.com/2003/12/09/nyregion/so-s-weather-futuristic-smog-sun-climate-scientists-zoom-changes.html,2003-12-09T05:00:00+0000,"New York Climate and Health Project seeks to predict effects of global warming in region by 2050; divides 31 counties around city into hundreds of grid boxes and measures multitude of data from each; will identify 'heat islands' that can trap heat, making areas hotter; is experimenting with ways to make neighborhoods cooler through belts of trees and green roofs of grass on top of buildings; seeks to assess effect of hotter climate on rich and poor; will try to determine if local action can provide some relief from global warming or if large-scale government action is needed; photo (L)",New Jersey
New York and New Jersey,https://www.nytimes.com/2005/05/05/nyregion/new-york-and-new-jersey.html,2005-05-05T05:00:00+0000,NEW YORK.,New Jersey
Christie Administration Officials Praise Deal With Exxon,https://www.nytimes.com/2015/03/06/nyregion/christie-administration-praises-exxon-deal.html,2015-03-05T19:49:30+0000,"The New Jersey governor’s office, heavily criticized for accepting a settlement for environmental damages that was called too low, released details of the deal for the first time Thursday.",New Jersey
McGreevey Seeks Purity Standards for 2 Bergen Reservoirs,https://www.nytimes.com/2003/03/12/nyregion/mcgreevey-seeks-purity-standards-for-2-bergen-reservoirs.html,2003-03-12T05:00:00+0000,"Gov James E McGreevey expands his campaign to clean up New Jersey's drinking water supplies by proposing that state's highest purity standards for untreated water be applied to two Bergen County reservoirs; McGreevey proposes Category 1 status for Lake Tappan, Woodcliff Lake and about 30 streams that flow into two reservoirs; photo (M)",New Jersey
Report Cites Large Release of Sewage From Hurricane Sandy,https://www.nytimes.com/2013/05/01/nyregion/hurricane-sandy-sent-billions-of-gallons-of-sewage-into-waterways.html,2013-04-30T18:00:24+0000,"Over 10 billion gallons were sent into waterways, with 94 percent flowing into rivers, canals and bays in New York and New Jersey, Climate Central said in a report.",New Jersey
Rupture Sends Millions of Gallons of Sewage into Harbor,https://www.nytimes.com/2003/03/05/nyregion/rupture-sends-millions-of-gallons-of-sewage-into-harbor.html,2003-03-05T05:00:00+0000,"Ruptured sewage pipe serving most of central New Jersey is diverting 2.5 million gallons of raw sewage into upper New York Harbor each hour, closing shellfish beds and threatening health of Raritan Bay and nearby waters into summer; officials of Middlesex County Utilities Authority, which operates sewage system, say they do not know how long repairing break will take or how long sewage will flow into bay; photos; map (L)",New Jersey
Policy at Its Worst,https://www.nytimes.com/2010/10/09/opinion/09herbert.html,2010-10-09T02:11:59+0000,The veto of a railroad tunnel by Gov. Chris Christie of New Jersey is a bigger loss than it might seem.,New Jersey
Plane Crash in New Jersey Kills 2,https://www.nytimes.com/2008/05/18/nyregion/18crash.html,2008-05-18T04:00:00+0000,"A small airplane crashed in a wooded area near an airport in Ocean County, N.J., on Saturday, killing two passengers and critically injuring the plane’s other two occupants.",New Jersey
Christie Administration Deal With Exxon Was Years in the Making,https://www.nytimes.com/2015/03/20/nyregion/christie-administration-deal-with-exxon-was-years-in-the-making.html,2015-03-19T02:57:50+0000,The seeds for New Jersey state officials’ controversial decision to settle a long-running environmental pollution case for $225 million were planted as early as summer 2012.,New Jersey
"Now You See Him, Now You Don't",https://www.nytimes.com/2004/08/29/nyregion/up-front-worth-noting-now-you-see-him-now-you-don-t.html,2004-08-29T05:00:00+0000,New Jersey Governor James McGreevey makes brief public appearance in Atlantic City after signing bills to spur tourism and casino development (S),New Jersey
Enthusiasm for Ethanol Is Not Shared by All,https://www.nytimes.com/2005/02/20/nyregion/up-front-worth-noting-enthusiasm-for-ethanol-is-not-shared-by-all.html,2005-02-20T05:00:00+0000,New Jesey Assembly's Agriculture and Natural Resources Committee approves bill sponsored by Assemblymen John Burzichelli and Douglas Fisher that would create new facility in Gloucester County to produce ethanol (S),New Jersey
Crews Pick Up Oil and Injured Birds Along Miles of Beach,https://www.nytimes.com/2004/02/06/nyregion/crews-pick-up-oil-and-injured-birds-along-miles-of-beach.html,2004-02-06T05:00:00+0000,"New Jersey beaches at Ocean Grove, Bradley Beach, Avon-by-the-Sea and Belmar are cleaned of oil globules that have washed up from unknown source; about 50 birds have died, and 35 more have been cleaned; environmental groups criticize authorities for getting slow start on spill, which may spread over larger area; photo; map (M)",New Jersey
"In About-Face, McGreevey Extends Car-Test Contract",https://www.nytimes.com/2002/11/28/nyregion/in-about-face-mcgreevey-extends-car-test-contract.html,2002-11-28T05:00:00+0000,"Gov James McGreevey, who has long criticized New Jersey's privatized auto emissions inspection system, agrees to extend contract with same company, Parsons Infrastructure, in exchange for $85 million in cost reductions (S)",New Jersey
DiFrancesco Seeks Options On Emissions Test Contract,https://www.nytimes.com/2001/07/13/nyregion/difrancesco-seeks-options-on-emissions-test-contract.html,2001-07-13T05:00:00+0000,New Jersey Acting Governor Donald T DiFrancesco seeks options on emissions-testing for automobiles that could include cancellation of 1998 contract with Parsons Infrastructure and Technology Group; comes after State Commission of Investigation proposes new laws to toughen state's contract-bidding and lobbying rules because of awarding contract to sole bidder (M),New Jersey
McGreevey Attacks Rival's Outsider Status,https://www.nytimes.com/2001/07/14/nyregion/mcgreevey-attacks-rival-s-outsider-status.html,2001-07-14T05:00:00+0000,"James E McGreevey accuses Bret D Schunder, Republican rival in New Jersey governor's race, of condoning insider dealing and shoddy management in state's auto emission testing program; notes that two leading Schundler supporters, C Richard Kamin and Frank Holman, are figures in controversy; charge is attempt to dent outsider status that Schundler has been cultivating (M)",New Jersey
"State Rushed Emissions Test System Into Use, Witnesses Say",https://www.nytimes.com/2001/07/11/nyregion/state-rushed-emissions-test-system-into-use-witnesses-say.html,2001-07-11T05:00:00+0000,Witnesses tell State Commission of Investigation hearing that New Jersey officials pushed through ill-conceived plan to let Parsons Infrastructure and Technical Group run its auto emissions testing program and then failed to provide enough time and supervision for inexperienced contractor to do job; note they acted hurriedly to head off federal threats to cut off highway funds because of NJ's poor air quality; session barely touches on possibility of political influence in awarding of contract (M),New Jersey
New York and New Jersey,https://www.nytimes.com/2004/05/21/nyregion/new-york-and-new-jersey.html,2004-05-21T05:00:00+0000,NEW YORK.,New Jersey
Public's Chance to Inspect Emissions-Test Contracting,https://www.nytimes.com/2001/07/10/nyregion/public-s-chance-to-inspect-emissions-test-contracting.html,2001-07-10T05:00:00+0000,"Article contends that in year and a half since its disastrous debut left drivers fuming in long lines, New Jersey's problem-plagued emissions-testing system has spawned an equally long trail of investigations, reports and recriminations; State Commission of Investigation to begin holding public hearings this week that will focus on way politically conected firm Parsons Infrastructure and Technology Group, won half-billion-doillar contract (M)",New Jersey
